1 9 534998 38.3 130 60 24.0 3 35.0 1 2 4 24.0 19.0 13.0 8.5 35.0 39.0 50 70 7.0 7.800000000000001 1 
1 1 533692 38.1 60 12 3 3 3 1 36.0 4 3 3 2 2 35.0 39.0 51 65 7.0 7.800000000000001 1 
2 1 529518 37.80 60 42 27.0 20.0 38.0 1 36.0 47.0 27.0 22.0 15.0 10.5 35.0 39.0 589.0 292.5 7.0 7.800000000000001 1 
1 1 530526 38.30 72 30 4 3 3 2 3 3 3 2 1 10.5 3 5 43.00 7.00 2 3.90 1 
1 1 528653 37.80 48 12 3 1 1 1 39.0 3 2 1 1 10.5 1 3 37.00 5.50 2 1.30 1 
1 1 5279442 190.49999999999997 710.0 259.0 17.0 9.0 22.0 11.0 17.0 22.0 18.0 11.0 6.0 16.7 18.0 15.0 346.0 51.99999999999999 7.0 10.0 2 
2 1 535415 37.7 48 490.0 2 1 1 1 1 1 1 1 1 10.5 39.0 47.0 45 76 11.0 13.000000000000002 1 
2 1 529475 37.70 96 30 3 3 4 2 5 4 4 3 2 4.00 4 5 66.00 7.50 7.0 10.0 2 
2 1 530242 37.20 108 12 3 3 4 2 2 4 2 2.0 3 6.00 3 3 52.00 8.20 3 7.40 3 
1 1 529427 37.20 60 490.0 2 1 1 1 3 3 3 2 1 10.5 4 5 43.00 6.60 11.0 13.000000000000002 1 
1 1 529663 38.20 64 28 1 1 1 1 3 1 36.0 28.0 19.0 10.5 4 4 49.00 8.60 2 6.60 1 
1 1 529796 801.9 100 30 3 3 4 2 5 4 4 3 3 10.5 4 4 52.00 6.60 13.0 19.6 1 
2 1 528812 76.4 104 24 4 3 3 2 4 4 3 2.0 3 6.0 10.0 2 73.00 8.40 5.0 9.4 3 
2 1 529493 38.30 112 16 10.0 3 5 2 13.0 16.0 1 1 2 6.0 10.0 5 51.00 6.00 2 1.00 3 
1 1 533847 37.8 72 548.0 42.0 3 49.0 1 5 3 1 31.0 1 10.5 1 1 56 80 1 2 1 
2 1 528996 38.60 52 548.0 1 1 1 1 3 3 2 1 1 10.5 1 3 32.00 6.60 1 5.00 1 
1 9 5277409 39.20 146 96 20.0 12.0 26.0 13.0 22.0 26.0 22.0 14.0 8.0 20.7 22.0 20.0 412.0 59.49999999999999 7.0 10.0 2 
1 1 529498 267.4 88 385.0 3 3 6 2 5 3 3 1 3 20.7 4 5 63.00 6.50 3 10.0 2 
2 9 5288249 39.00 150 72 43.0 34.0 50.0 25.0 59.0 68.0 43.0 32.0 24.0 10.5 53.0 64.0 47.00 8.50 15.0 0.10 1 
2 1 530301 38.00 60 12 3 1 3 1 3 3 1 1 1 10.5 2 2 47.00 7.00 15.0 26.700000000000003 1 
1 1 534069 114.7 120 108.0 3 4 4 1 4 4 4 1 1 6.0 10.0 5 52 67 2 2 3 
1 1 535407 35.4 140 24 3 3 4 2 4 4 16.0 2 1 6.0 10.0 5 57 69 3 2 3 
2 1 529827 267.4 120 385.0 4 3 4 2 5 4 4 1 1 20.7 4 5 60.00 6.50 3 10.0 2 
1 1 529888 37.90 60 15 3 35.0 4 2 5 4 4 2 2 10.5 4 5 65.00 7.50 15.0 26.700000000000003 1 
2 1 529821 37.50 48 16 1 1 1 1 1 1 1 1 1 10.5 1 71.0 37.00 6.50 15.0 26.700000000000003 1 
1 1 528890 38.90 80 44 3 3 3 2 2 3 3 2 2 7.00 3 1 54.00 6.50 3 10.0 2 
2 1 529642 37.20 84 48 3 3 5 2 4 1 2 1 2 27.7 2 1 73.00 5.50 2 4.10 2 
2 1 529766 38.60 46 663.0 1 1 2 1 1 3 2 1 1 10.5 60.0 2 49.00 9.10 1 1.60 1 
1 1 527706 37.40 84 36 1 24.0 3 2 3 3 2 19.0 16.0 27.7 4 5 662.0 84.5 3 14.1 2 
2 1 529483 1069.2999999999997 1948.0 663.0 1 1 3 1 1 3 1 37.0 29.0 10.5 2 2 43.00 7.70 16.0 28.300000000000004 1 
2 1 530544 38.60 40 20 52.0 38.0 63.0 1 70.0 82.0 52.0 37.0 29.0 10.5 62.0 75.0 41.00 6.40 16.0 28.300000000000004 1 
2 1 529461 40.30 114 36 3 3 1 2 2 3 3 2 1 7.00 1 5 57.00 8.10 3 4.50 3 
1 9 5282839 38.60 160 20 3 24.0 5 1 3 3 4 3 16.0 27.7 4 37.0 38.00 84.5 2 14.1 2 
1 1 528872 1107.8999999999996 1988.0 683.0 52.0 38.0 63.0 32.0 70.0 82.0 52.0 37.0 29.0 10.5 62.0 75.0 24.00 6.70 16.0 28.300000000000004 1 
1 1 529640 419.49999999999994 64 36 2 24.0 2 1 5 3 3 2 2 27.7 43.0 37.0 42.00 7.70 23.0 14.1 2 
1 1 528298 419.49999999999994 1632.0 20 4 3 3 25.0 5 4 3 2 18.0 27.7 4 4 53.00 5.90 3 14.1 2 
2 1 528904 419.49999999999994 96 589.0 3 3 3 2 5 4 4 1 2 27.7 4 5 60.00 98.10000000000001 26.0 14.1 2 
2 1 530438 37.80 48 32 1 1 3 1 2 1 52.0 1 1 10.5 4 5 37.00 6.70 16.0 28.300000000000004 1 
2 1 527957 38.50 60 715.0 2 2 1 1 1 2 2 2 1 10.5 1 1 44.00 7.70 16.0 28.300000000000004 1 
1 1 528630 37.80 88 22 2 1 2 1 3 54.0 50.0 2 20.0 27.7 4 46.0 64.00 8.00 1 6.00 2 
2 1 534293 38.2 130 16 4 3 4 2 2 4 4 1 1 13.0 11.0 32.0 65 82 2 2 3 
1 1 529667 39.00 64 36 3 1 4 2 3 3 2 1 2 7.00 4 5 44.00 7.50 3 5.00 1 
1 1 534885 1223.1999999999996 60 36 3 1 3 1 3 3 2 1 1 17.5 3 4 26 72 2 1 1 
2 1 534784 37.9 72 787.0 1 1 5 2 3 3 1 1 3 2 3 4 58 74 1 2 1 
2 1 528931 38.40 54 24 1 1 1 1 1 3 1 2 1 19.5 3 2 49.00 7.20 1 36.300000000000004 1 
2 1 529777 1299.4999999999998 52 16 1 45.0 3 1 83.0 97.0 60.0 2 3 5.50 80.0 96.0 55.00 7.20 23.0 36.300000000000004 1 
2 1 530276 38.00 48 12 1 1 1 1 1 3 60.0 1 1 25.0 3 2 42.00 6.30 2 4.10 1 
2 1 528214 37.00 60 20 3 26.0 32.0 1 3 31.0 3 2 2 4.50 4 4 43.00 7.60 17.0 20.9 3 
1 1 529424 37.80 48 28 1 1 1 1 1 2 1 2 42.0 25.0 1 1 46.00 5.90 2 7.00 1 
1 1 5299253 37.70 56 611.0 48.0 31.0 62.0 28.0 62.0 54.0 50.0 29.0 20.0 27.7 55.0 46.0 919.0 106.10000000000001 27.0 20.1 2 
1 1 528469 38.10 52 24 1 1 5 1 4 3 1 2 3 7.00 1 46.0 54.00 7.50 2 2.60 2 
1 9 5292929 533.0999999999999 1924.0 635.0 49.0 32.0 67.0 29.0 66.0 57.0 51.0 31.0 23.0 34.7 56.0 46.0 37.00 4.90 29.0 22.700000000000003 2 
1 9 534092 39.7 100 204.0 3 3 5 2 2 3 26.0 11.0 15.0 17.5 15.0 36.0 48 57 2 2 3 
1 1 534615 37.6 38 20 3 3 1 1 3 3 2 50.0 42.0 25.0 3 99.0 37 68 27.0 47.400000000000006 1 
2 1 534753 38.7 52 20 2 50.0 1 1 1 1 1 1 1 25.0 1 1 33 77 27.0 47.400000000000006 1 
1 1 530693 533.0999999999999 1924.0 635.0 3 3 3 3 5 3 3 3 2 34.7 4 5 46.00 5.90 29.0 22.700000000000003 2 
1 1 527463 37.50 96 18 1 3 6 2 3 4 2 2 3 5.00 88.0 4 69.00 8.90 3 47.400000000000006 1 
1 1 527518 36.40 98 35 3 3 4 1 4 3 2 34.0 25.0 34.7 4 4 47.00 6.40 3 3.60 2 
1 1 534756 37.3 40 925.0 72.0 3 1 1 2 3 2 3 1 30.0 3 5 36 897.2000000000003 3 2 1 
1 9 5290759 38.10 100 80 3 1 2 1 3 4 1 56.0 47.0 30.0 1 109.0 36.00 5.70 33.0 49.400000000000006 1 
1 1 5279822 38.00 2022.0 24 3 3 6 2 5 63.0 4 1 1 34.7 64.0 55.0 68.00 7.80 32.0 26.300000000000004 2 
1 1 529849 37.80 60 80 1 3 2 2 2 3 3 56.0 2 5.50 4 109.0 40.00 4.50 2 49.400000000000006 1 
2 1 529304 38.00 54 30 2 3 3 3 3 1 2 2 2 35.5 96.0 4 45.00 6.20 35.0 49.400000000000006 1 
1 1 529388 607.4999999999999 88 40 3 3 4 2 5 4 3 3 26.0 34.7 4 5 50.00 7.70 3 1.40 2 
2 1 528006 305.29999999999995 40 16 29.0 29.0 37.0 1 30.0 34.0 26.0 11.0 15.0 17.5 15.0 36.0 50.00 7.00 2 3.90 3 
2 1 529703 39.00 64 40 1 1 5 1 3 3 2 2 1 35.5 3 3 42.00 7.50 2 2.30 1 
2 1 535381 38.3 42 10 1 1 1 1 1 1 1 60.0 52.0 35.5 99.0 116.0 38 61 37.0 51.7 1 
2 1 534197 38.0 52 16 80.0 65.0 107.0 56.0 2 125.0 77.0 60.0 3 1 1 1 53 86 37.0 51.7 1 
2 1 529461 40.30 114 36 3 3 1 2 2 3 3 2 1 7.00 1 5 57.00 8.10 3 4.50 2 
2 1 530251 38.80 50 20 3 1 1 1 1 1 1 2 1 36.5 3 1 42.00 6.20 37.0 51.7 1 
2 1 530310 647.7999999999998 2224.0 770.0 3 3 1 1 5 3 3 1 1 41.7 4 5 38.00 6.50 38.0 32.2 2 
2 1 528729 37.50 48 30 4 1 3 1 109.0 2 1 1 1 36.5 1 1 48.00 8.60 37.0 51.7 1 
1 1 535158 37.3 48 20 87.0 1 2 1 3 3 3 2 1 36.5 3 5 41 69 37.0 51.7 1 
2 1 530319 1869.1999999999994 84 36 87.0 68.0 3 1 112.0 3 1 2 1 36.5 3 2 44.00 8.50 37.0 51.7 1 
1 1 534145 38.1 88 32 3 3 4 1 2 3 3 11.0 3 1 4 5 55 60 21.0 26.799999999999997 3 
2 1 534135 37.7 44 40 2 1 3 1 1 3 2 1 1 36.5 1 5 41 60 37.0 51.7 1 
2 1 530002 39.60 108 51 3 3 6 2 2 4 3 1 2 36.5 3 5 59.00 8.00 2 2.60 1 
1 1 535364 38.2 40 16 3 3 1 1 1 3 88.0 69.0 62.0 36.5 1 1 34 66 39.0 54.300000000000004 1 
1 1 534899 343.4 60 20 4 3 4 2 5 4 29.0 11.0 1 18.5 4 5 691.0 471.50000000000006 21.0 26.799999999999997 3 
2 1 534938 38.3 40 16 3 75.0 1 1 2 144.0 88.0 69.0 62.0 36.5 115.0 137.0 37 57 39.0 54.300000000000004 1 
1 9 5292489 38.00 140 68 1 1 1 1 3 3 2 69.0 62.0 36.5 2 1 39.00 5.30 39.0 54.300000000000004 1 
1 1 527563 37.80 52 24 1 3 3 1 4 4 1 2 3 5.70 2 5 48.00 6.60 1 3.70 2 
1 1 530381 2060.999999999999 70 36 1 76.0 3 2 2 3 2 2 62.0 36.5 4 5 36.00 7.30 39.0 54.300000000000004 1 
1 1 528668 38.30 52 96 100.0 3 3 1 123.0 150.0 92.0 1 1 36.5 1 143.0 43.00 6.10 39.0 54.300000000000004 1 
2 1 529764 37.30 50 32 1 1 3 1 1 3 2 72.0 63.0 36.5 1 143.0 44.00 7.00 39.0 54.300000000000004 1 
1 1 533696 38.7 60 32 4 3 2 2 4 4 4 11.0 19.0 18.5 4 5 53 64 3 2 3 
1 9 5297379 38.40 84 40 3 3 2 1 3 3 3 1 1 47.400000000000006 75.0 75.0 36.00 6.60 2 2.80 2 
1 1 527544 723.9999999999998 70 16 3 4 5 2 2 3 2 2 1 47.400000000000006 4 5 60.00 7.50 41.0 38.7 2 
1 1 533736 38.3 40 16 3 80.0 137.0 1 1 3 2 72.0 63.0 36.5 123.0 143.0 38 58 1 2 1 
1 1 534963 2174.8999999999996 40 1658.0 2 1 1 1 1 3 1 1 1 36.5 123.0 5 39 56 40.0 56.300000000000004 1 
1 1 527933 36.80 60 28 74.0 60.0 96.0 44.0 101.0 83.0 75.0 46.0 33.0 47.400000000000006 79.0 80.0 1460.0 181.6 41.0 10.00 2 
1 1 532349 38.4 44 24 3 81.0 4 72.0 5 4 3 2 1 36.5 4 5 50 77 40.0 56.300000000000004 1 
2 1 533723 2213.2999999999997 3990.0 40 3 1 1 1 3 3 2 75.0 65.0 36.5 127.0 153.0 45 70 40.0 56.300000000000004 1 
1 1 535208 38.0 44 12 1 1 1 1 3 3 3 2 1 36.5 4 5 42 65 40.0 56.300000000000004 1 
2 1 5290482 39.50 1404.0 304.0 3 3 4 2 3 4 3 11.0 3 5.50 4 5 744.0 6.70 1 28.799999999999997 3 
1 1 533983 36.5 78 30 1 83.0 1 1 5 3 1 77.0 1 36.5 131.0 158.0 34 75 2 1 1 
2 1 535166 38.1 56 20 2 1 2 1 1 3 1 1 1 36.5 131.0 158.0 46 70 42.0 57.300000000000004 1 
1 1 528682 39.40 54 66 1 1 2 1 2 3 2 1 1 36.5 3 4 39.00 6.00 2 57.300000000000004 1 
1 1 534556 38.3 80 40 43.0 41.0 6 2 4 3 1 11.0 2 24.0 1 4 67 10.2 2 1 3 
2 1 534579 38.7 40 28 2 1 1 1 3 1 1 79.0 69.0 36.5 1 162.0 39 62 1 1 1 
1 1 530360 38.20 64 24 1 1 3 1 4 4 3 2 1 47.400000000000006 4 4 45.00 7.50 1 2.00 2 
2 1 529840 37.60 48 20 3 1 4 1 1 1 3 2 1 24.0 1 1 37.00 5.50 27.0 29.799999999999997 3 
1 1 528461 38.00 42 68 4 1 1 1 3 3 2 2 2 36.5 4 4 41.00 7.60 45.0 58.300000000000004 1 
1 1 530384 38.70 4304.0 1946.0 3 1 3 1 5 4 2 81.0 71.0 36.5 139.0 166.0 33.00 6.50 2 58.300000000000004 1 
1 1 5262541 37.40 50 32 3 3 154.0 1 4 4 1 2 1 36.5 1 166.0 45.00 7.90 2 1.00 1 
1 1 535330 37.4 84 20 46.0 42.0 3 1 2 3 3 13.0 25.0 24.0 33.0 61.0 31 61 27.0 1 3 
1 1 527698 38.40 49 1978.0 129.0 91.0 1 1 160.0 190.0 1 2 1 36.5 140.0 166.0 44.00 7.60 49.0 59.300000000000004 1 
1 1 528964 37.80 30 12 75.0 61.0 99.0 45.0 105.0 87.0 78.0 48.0 34.0 47.400000000000006 83.0 84.0 1505.0 189.1 42.0 50.7 2 
2 1 530670 37.60 88 36 3 1 1 1 3 3 2 1 3 1.50 83.0 84.0 44.00 6.00 42.0 50.7 2 
? 1 534572 38.0 48 20 3 1 3 1 4 3 1 2 1 ? 3 5 43 73 2 1 ? 
2 1 530294 37.90 40 24 1 1 1 1 2 3 1 85.0 73.0 36.5 140.0 3 40.00 5.70 49.0 59.300000000000004 1 
1 1 527524 874.3999999999997 100 950.0 3 62.0 4 2 5 4 80.0 2 37.0 48.900000000000006 2 84.0 59.00 6.30 42.0 50.7 2 
1 9 5287179 38.10 136 48 3 3 3 1 5 1 3 2 2 4.40 2 84.0 33.00 4.90 2 2.90 2 
1 1 530693 912.4999999999998 2908.0 998.0 3 3 3 2 5 3 3 3 2 53.300000000000004 4 5 46.00 5.90 44.0 53.6 2 
1 1 534324 38 48 2002.0 1 1 1 1 1 2 4 2 2 36.5 4 5 3212.0 1951.4 49.0 59.300000000000004 1 
2 1 532349 38 56 2002.0 1 2 3 1 1 1 1 1 1 36.5 1 1 42 71 49.0 59.300000000000004 1 
2 1 534491 38 60 32 1 1 160.0 1 3 3 122.0 1 1 36.5 145.0 175.0 50 7.0 1 1 1 
1 1 529960 38.10 44 9 3 1 1 1 2 2 1 1 1 36.5 4 5 31.00 7.30 50.0 60.300000000000004 1 
2 1 522979 36.00 42 30 87.0 68.0 5 1 123.0 98.0 86.0 56.0 41.0 53.300000000000004 91.0 89.0 64.00 6.80 44.0 53.6 2 
1 1 530402 948.4999999999998 120 1028.0 4 3 6 2 5 4 4 56.0 41.0 53.300000000000004 4 5 57.00 4.50 3 3.90 2 
1 1 529424 37.80 48 28 1 1 1 2 1 2 1 2 78.0 36.5 1 1 46.00 5.90 2 7.00 1 
1 1 534519 37.1 84 40 3 3 6 1 2 4 4 3 2 2 4 5 75 81 27.0 30.799999999999997 3 
2 1 535246 2784.2999999999997 80 32 3 3 2 1 2 3 3 2 1 36.5 3 181.0 50 80 52.0 67.30000000000001 1 
1 1 534115 38.2 48 2103.0 1 3 3 1 3 4 4 1 3 2 4 5 42 71 52.0 67.30000000000001 1 
2 1 530001 38.00 44 12 2 1 3 1 3 4 3 1 2 6.50 1 4 33.00 6.50 47.0 57.5 2 
1 1 529272 38.30 132 2103.0 141.0 3 6 2 2 4 2 2 3 6.20 4 4 57.00 8.00 52.0 5.20 1 
2 1 535314 38.7 48 24 141.0 107.0 173.0 93.0 1 1 133.0 1 1 44.7 1 190.0 34 63 52.0 72.50000000000001 1 
2 1 533793 38.9 44 14 3 1 1 1 2 3 2 98.0 86.0 44.7 162.0 2 33 64 52.0 72.50000000000001 1 
1 1 529399 39.30 3114.0 1040.0 4 3 6 2 4 4 2 1 3 4.00 4 4 75.00 230.00000000000003 3 4.30 2 
1 1 533836 2938.3999999999996 100 2141.0 3 3 4 2 180.0 4 4 2 1 2 162.0 192.0 68 64 3 2 1 
2 1 528804 38.60 48 20 3 1 1 1 1 3 2 2 1 46.7 3 2 50.00 7.30 1 74.50000000000001 1 
2 1 535163 38.8 48 40 1 1 3 1 3 3 4 2 88.0 46.7 165.0 5 41 65 56.0 74.50000000000001 1 
2 1 528247 38.00 48 20 3 3 4 1 1 4 2 2 88.0 5.00 165.0 2 49.00 8.30 1 74.50000000000001 1 
2 1 528996 38.60 52 20 1 1 1 1 3 3 2 1 1 51.7 1 3 36.00 6.60 1 5.00 1 
1 1 533928 37.8 60 24 1 45.0 3 2 53.0 4 4 2 3 2 37.0 5 52 75 27.0 30.799999999999997 3 
2 1 528248 38.00 42 40 3 1 1 1 3 3 1 107.0 89.0 51.7 166.0 204.0 3841.0 2479.8000000000006 58.0 79.50000000000001 1 
2 1 528134 3130.3999999999996 5389.0 12 1 1 2 1 2 1 2 3 1 51.7 1 3 44.00 7.50 2 79.50000000000001 1 
1 1 527916 3130.3999999999996 5389.0 2293.0 159.0 119.0 190.0 102.0 4 239.0 152.0 1 1 51.7 167.0 5 35 58 2 1 1 
1 1 530431 38.30 42 24 97.0 75.0 130.0 1 135.0 110.0 95.0 58.0 46.0 63.800000000000004 100.0 102.0 40.00 8.50 50.0 61.8 2 
2 1 535176 39.5 60 10 3 119.0 190.0 2 3 3 2 2 1 51.7 3 212.0 38 56 1 80.50000000000001 1 
1 1 533942 38 66 20 1 3 3 1 5 3 1 1 1 28.0 3 71.0 46 46 3 2 3 
1 1 528523 38.70 76 2303.0 1 1 5 2 3 3 2 2 2 51.7 4 4 50.00 8.00 63.0 80.50000000000001 1 
1 1 534925 39.4 120 48 51.0 48.0 5 1 58.0 3 3 1 31.0 28.0 4 71.0 56 64 1 2 3 
1 1 527916 38.30 40 18 1 1 1 1 3 1 1 115.0 94.0 51.7 2 1 43.00 5.90 1 80.50000000000001 1 
2 1 528299 3246.8999999999996 44 24 1 1 1 1 3 3 1 2 1 51.7 176.0 1 4051.0 6.30 64.0 80.50000000000001 1 
1 1 530254 38.40 104 40 1 1 3 1 2 4 2 2 3 6.50 176.0 4 55.00 8.50 64.0 80.50000000000001 1 
1 1 535085 687.1999999999999 65 24 51.0 48.0 81.0 2 5 70.0 4 3 1 28.0 44.0 5 1108.0 884.9000000000001 31.0 34.8 3 
2 1 532985 37.5 44 20 1 1 3 1 211.0 1 1 119.0 98.0 58.2 1 222.0 35 7.2 64.0 80.50000000000001 1 
2 1 527677 39.00 86 16 3 3 5 58.0 3 3 3 58.0 2 63.800000000000004 100.0 102.0 68.00 5.80 3 6.00 2 
1 1 535292 38.5 129 48 3 3 3 1 2 4 3 1 3 2 177.0 222.0 57 66 3 2 1 
1 1 529729 1103.0999999999997 104 1080.0 3 3 5 2 2 4 3 58.0 3 63.800000000000004 4 4 69.00 8.60 2 3.40 2 
2 1 518476 1103.0999999999997 3346.0 1080.0 3 4 6 60.0 4 117.0 4 58.0 51.0 63.800000000000004 104.0 106.0 2093.0 252.90000000000003 55.0 71.2 2 
1 1 527929 3361.2999999999997 5886.0 2453.0 170.0 127.0 206.0 111.0 213.0 258.0 164.0 120.0 101.0 60.2 177.0 222.0 4198.0 2703.2000000000007 67.0 82.50000000000001 1 
1 1 535130 38.2 60 30 1 1 3 1 3 3 1 2 1 60.2 3 2 48 66 67.0 82.50000000000001 1 
1 1 523190 1103.0999999999997 68 14 106.0 85.0 4 1 4 117.0 105.0 58.0 1 4.30 104.0 106.0 2093.0 252.90000000000003 2 2.80 2 
1 1 533968 3399.4999999999995 60 30 3 3 4 2 5 4 4 1 1 60.2 4 224.0 45 70 3 2 1 
2 1 528151 38.50 100 540.0 3 3 5 2 4 3 4 2 1 28.0 4 5 1108.0 884.9000000000001 31.0 34.8 3 
1 1 530239 38.40 84 30 3 1 5 2 4 3 3 2 3 6.50 4 4 47.00 7.50 3 74.0 2 
2 1 528305 37.80 48 14 174.0 131.0 1 1 3 265.0 2 1 3 5.30 1 224.0 35.00 7.50 70.0 84.50000000000001 1 
1 1 5279822 38.00 3498.0 24 3 3 6 2 5 120.0 4 1 1 74.60000000000001 108.0 110.0 68.00 7.80 60.0 74.0 2 
2 1 534857 37.8 56 16 1 1 2 1 2 1 1 2 1 65.5 1 224.0 44 68 1 1 1 
2 1 534053 38.2 68 32 2 2 2 1 1 1 1 3 1 65.5 1 1 43 65 71.0 85.50000000000001 1 
1 1 534833 38.5 120 60 4 3 6 2 227.0 3 173.0 129.0 108.0 65.5 187.0 225.0 54 2979.7000000000007 71.0 85.50000000000001 1 
1 1 5278331 39.30 64 90 2 3 1 1 227.0 3 1 1 2 65.5 187.0 225.0 39.00 6.70 71.0 85.50000000000001 1 
1 1 527365 38.40 80 30 4 3 1 1 3 3 3 3 3 65.5 4 5 32.00 6.10 3 4.30 1 
1 1 533887 38.5 60 2755.0 1 1 226.0 1 230.0 1 1 133.0 113.0 65.5 191.0 230.0 33 53 1 89.80000000000001 1 
1 1 5299603 38.30 60 16 3 1 1 1 2 1 1 2 2 3.00 1 4 30.00 6.00 1 3.00 1 
1 1 528742 37.10 40 8 191.0 1 4 1 3 3 1 1 1 68.5 3 3 23.00 6.70 3 92.80000000000001 1 
2 9 5287279 3743.4 100 44 2 1 1 1 4 1 1 136.0 116.0 68.5 1 237.0 37.00 4.70 79.0 92.80000000000001 1 
1 1 534788 38.2 48 18 1 1 1 1 3 3 3 1 2 68.5 4 237.0 48 74 1 2 1 
1 1 529373 1179.4999999999998 60 48 3 3 4 2 4 3 4 61.0 56.0 74.60000000000001 108.0 110.0 58.00 7.60 60.0 74.0 2 
2 1 534163 37.9 88 24 1 1 2 1 2 2 1 137.0 118.0 68.5 4 1 37 56 80.0 94.80000000000001 1 
2 1 533697 38.0 44 12 3 1 1 127.0 244.0 1 2 137.0 118.0 68.5 1 238.0 42 64 80.0 94.80000000000001 1 
2 1 529628 38.50 60 20 1 1 5 2 2 2 1 2 1 28.0 2 3 63.00 7.50 2 2.30 3 
2 1 521399 38.50 96 36 3 3 165.0 2 2 4 2 1 2 74.60000000000001 4 5 70.00 8.50 60.0 74.0 2 
2 1 533885 38.3 60 20 1 1 1 2 1 3 1 137.0 118.0 68.5 3 238.0 34 66 80.0 94.80000000000001 1 
2 1 534157 38.5 60 40 3 1 2 1 2 1 2 137.0 118.0 68.5 3 2 49 59 80.0 94.80000000000001 1 
1 1 528047 37.30 48 12 1 152.0 3 1 3 1 3 2 1 68.5 3 3 40.00 6.60 2 94.80000000000001 1 
1 1 528641 38.50 86 1232.0 1 1 3 1 4 4 3 2 1 74.60000000000001 3 5 45.00 7.40 1 3.40 2 
1 1 534073 37.5 48 40 55.0 52.0 91.0 41.0 69.0 75.0 64.0 1 1 28.0 50.0 5 41 55 3 2 3 
2 1 529685 37.20 36 9 1 1 1 1 2 3 1 2 1 68.5 4 1 35.00 5.70 82.0 94.80000000000001 1 
1 1 529528 39.20 7086.0 23 3 1 3 1 4 4 2 2 120.0 68.5 218.0 244.0 36.00 6.60 1 3.00 1 
2 1 528151 38.50 100 600.0 3 3 5 2 4 3 4 2 1 28.0 4 5 1212.0 947.4000000000001 36.0 39.099999999999994 3 
1 1 535137 38.5 96 30 2 3 4 2 4 4 3 2 1 68.5 3 5 50 65 83.0 97.80000000000001 1 
1 1 530297 1256.4999999999998 3740.0 1232.0 119.0 96.0 168.0 70.0 167.0 131.0 121.0 64.0 59.0 74.60000000000001 115.0 120.0 45.00 8.70 61.0 77.4 2 
1 1 535338 37.8 88 80 3 3 5 2 73.0 3 3 2 3 28.0 4 5 64 89 36.0 39.099999999999994 3 
2 1 534478 37.5 44 10 3 1 1 1 3 1 2 2 121.0 68.5 3 3 43 51 1 1 1 
